node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATM	CDKN1B	9606.ENSP00000278616	9606.ENSP00000228872	0	0	0	0	0	0	0	0.717	0.718
ATM	MSH6	9606.ENSP00000278616	9606.ENSP00000234420	0	0	0	0	0.095	0.489	0.9	0.802	0.989
ATM	SNAI1	9606.ENSP00000278616	9606.ENSP00000244050	0	0	0	0	0	0.342	0	0.61	0.732
ATM	CCNB1	9606.ENSP00000278616	9606.ENSP00000256442	0	0	0	0	0.061	0.064	0	0.727	0.739
ATM	XRCC1	9606.ENSP00000278616	9606.ENSP00000262887	0	0	0	0	0	0	0.36	0.793	0.862
ATM	PMS2	9606.ENSP00000278616	9606.ENSP00000265849	0	0	0	0	0.061	0	0.54	0.615	0.819
ATM	TP53	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0	0.563	0.9	0.984	0.999
ATM	HIST1H2BA	9606.ENSP00000278616	9606.ENSP00000274764	0	0	0	0	0	0	0.9	0.426	0.94
ATM	NOTCH1	9606.ENSP00000278616	9606.ENSP00000277541	0	0	0	0	0	0.379	0	0.559	0.714
ATM	CDKN2A	9606.ENSP00000278616	9606.ENSP00000418915	0	0	0	0	0.049	0.08	0	0.711	0.725
ATM	PLK1	9606.ENSP00000278616	9606.ENSP00000300093	0	0	0	0	0	0	0	0.753	0.753
ATM	WEE1	9606.ENSP00000278616	9606.ENSP00000402084	0	0	0	0	0	0	0	0.782	0.782
ATM	EIF4EBP1	9606.ENSP00000278616	9606.ENSP00000340691	0	0	0	0	0	0.379	0	0.674	0.789
ATM	CDK1	9606.ENSP00000278616	9606.ENSP00000378699	0	0	0	0	0	0.058	0	0.799	0.802
ATM	MYC	9606.ENSP00000278616	9606.ENSP00000479618	0	0	0	0	0	0.099	0	0.797	0.81
ATM	CREB1	9606.ENSP00000278616	9606.ENSP00000387699	0	0	0	0	0.062	0.379	0	0.7	0.811
ATM	FOXO3	9606.ENSP00000278616	9606.ENSP00000385824	0	0	0	0	0	0.336	0	0.754	0.829
ATM	CDC25C	9606.ENSP00000278616	9606.ENSP00000321656	0	0	0	0	0	0.181	0	0.8	0.829
ATM	PTEN	9606.ENSP00000278616	9606.ENSP00000361021	0	0	0	0	0.064	0	0	0.878	0.881
ATM	PARP1	9606.ENSP00000278616	9606.ENSP00000355759	0	0	0	0	0.063	0.379	0	0.832	0.893
ATM	XPA	9606.ENSP00000278616	9606.ENSP00000364270	0	0	0	0	0.062	0.294	0.54	0.707	0.898
ATM	CASP8	9606.ENSP00000278616	9606.ENSP00000351273	0	0	0	0	0	0	0.8	0.551	0.906
ATM	HIST3H3	9606.ENSP00000278616	9606.ENSP00000355657	0	0	0	0	0	0.156	0.9	0.12	0.919
ATM	BID	9606.ENSP00000278616	9606.ENSP00000318822	0	0	0	0	0	0	0.9	0.257	0.922
ATM	PCNA	9606.ENSP00000278616	9606.ENSP00000368458	0	0	0	0	0	0.064	0.9	0.294	0.928
ATM	ERCC4	9606.ENSP00000278616	9606.ENSP00000310520	0	0	0	0	0.063	0	0.9	0.663	0.965
ATM	E2F1	9606.ENSP00000278616	9606.ENSP00000345571	0	0	0	0	0.064	0.294	0.9	0.687	0.976
ATM	RAD50	9606.ENSP00000278616	9606.ENSP00000368100	0	0	0	0	0.143	0.672	0.9	0.769	0.992
ATM	RAD51	9606.ENSP00000278616	9606.ENSP00000372088	0	0	0	0	0.055	0.485	0.9	0.918	0.995
ATM	CHEK1	9606.ENSP00000278616	9606.ENSP00000388648	0	0	0	0	0.061	0.56	0.9	0.986	0.999
ATM	TP53BP1	9606.ENSP00000278616	9606.ENSP00000371475	0	0	0	0	0.062	0.668	0.9	0.978	0.999
ATM	CHEK2	9606.ENSP00000278616	9606.ENSP00000372023	0	0	0	0	0	0.525	0.9	0.992	0.999
AXL	KDR	9606.ENSP00000301178	9606.ENSP00000263923	0	0	0	0.602	0.061	0.096	0.9	0.587	0.928
AXL	PIK3CA	9606.ENSP00000301178	9606.ENSP00000263967	0	0	0	0	0.058	0.124	0.9	0.453	0.948
AXL	PIK3CB	9606.ENSP00000301178	9606.ENSP00000289153	0	0	0	0	0.058	0.124	0.9	0.077	0.913
AXL	JAK2	9606.ENSP00000301178	9606.ENSP00000371067	0	0	0	0.581	0.06	0	0.8	0.27	0.823
AXL	SRC	9606.ENSP00000301178	9606.ENSP00000362680	0	0	0	0.698	0.061	0.379	0.8	0.528	0.892
AXL	PIK3R1	9606.ENSP00000301178	9606.ENSP00000428056	0	0	0	0	0	0.405	0.9	0.157	0.945
BAK1	PPIF	9606.ENSP00000363591	9606.ENSP00000225174	0	0	0	0	0.077	0.064	0.72	0.233	0.789
BAK1	VDAC1	9606.ENSP00000363591	9606.ENSP00000265333	0	0	0	0	0.087	0.407	0.72	0.313	0.882
BAK1	BCL2A1	9606.ENSP00000363591	9606.ENSP00000267953	0	0	0	0	0	0.876	0	0.522	0.938
BAK1	TP53	9606.ENSP00000363591	9606.ENSP00000269305	0	0	0	0	0.062	0.461	0.9	0.571	0.975
BAK1	BAX	9606.ENSP00000363591	9606.ENSP00000293288	0	0	0	0.654	0.088	0.379	0.9	0.674	0.952
BAK1	BCL2L1	9606.ENSP00000363591	9606.ENSP00000302564	0	0	0	0.689	0.096	0.978	0.9	0.793	0.998
BAK1	BID	9606.ENSP00000363591	9606.ENSP00000318822	0	0	0	0	0.062	0.9	0.9	0.597	0.995
BAK1	BECN1	9606.ENSP00000363591	9606.ENSP00000355231	0	0	0	0	0.086	0.574	0	0.404	0.748
BAK1	MCL1	9606.ENSP00000363591	9606.ENSP00000358022	0	0	0	0.641	0.072	0.555	0.9	0.668	0.965
BAK1	DIABLO	9606.ENSP00000363591	9606.ENSP00000398495	0	0	0	0	0.083	0	0.9	0.44	0.944
BAK1	BCL2L11	9606.ENSP00000363591	9606.ENSP00000376943	0	0	0	0	0	0.906	0.9	0.646	0.996
BAX	PPIF	9606.ENSP00000293288	9606.ENSP00000225174	0	0	0	0	0	0.064	0.72	0.212	0.775
BAX	VDAC1	9606.ENSP00000293288	9606.ENSP00000265333	0	0	0	0	0	0.407	0.72	0.4	0.891
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0.05	0.578	0.9	0.669	0.984
BAX	CASP8	9606.ENSP00000293288	9606.ENSP00000351273	0	0	0	0	0	0.416	0	0.656	0.791
BAX	CASP3	9606.ENSP00000293288	9606.ENSP00000311032	0	0	0	0	0	0.416	0	0.793	0.874
BAX	DIABLO	9606.ENSP00000293288	9606.ENSP00000398495	0	0	0	0	0.06	0	0.9	0.518	0.95
BAX	BID	9606.ENSP00000293288	9606.ENSP00000318822	0	0	0	0	0	0.777	0.9	0.726	0.993
BAX	BCL2L11	9606.ENSP00000293288	9606.ENSP00000376943	0	0	0	0	0	0.895	0.9	0.641	0.995
BAX	MCL1	9606.ENSP00000293288	9606.ENSP00000358022	0	0	0	0.62	0	0.958	0.9	0.64	0.996
BAX	BCL2L1	9606.ENSP00000293288	9606.ENSP00000302564	0	0	0	0.643	0.047	0.982	0.9	0.677	0.998
BCL2A1	BIRC3	9606.ENSP00000267953	9606.ENSP00000263464	0	0	0	0	0.185	0.083	0	0.666	0.729
BCL2A1	BCL2L1	9606.ENSP00000267953	9606.ENSP00000302564	0	0	0	0.651	0	0	0.9	0.787	0.927
BCL2A1	MCL1	9606.ENSP00000267953	9606.ENSP00000358022	0	0	0	0.653	0.062	0	0.9	0.772	0.928
BCL2A1	BID	9606.ENSP00000267953	9606.ENSP00000318822	0	0	0	0	0	0.928	0	0.394	0.954
BCL2A1	TP53	9606.ENSP00000267953	9606.ENSP00000269305	0	0	0	0	0.05	0.169	0.9	0.511	0.956
BCL2A1	BCL2L11	9606.ENSP00000267953	9606.ENSP00000376943	0	0	0	0	0	0.939	0	0.825	0.989
BCL2L1	CCND1	9606.ENSP00000302564	9606.ENSP00000227507	0	0	0	0	0	0	0	0.83	0.83
BCL2L1	MAPK14	9606.ENSP00000302564	9606.ENSP00000229795	0	0	0	0	0	0.348	0	0.703	0.798
BCL2L1	RAF1	9606.ENSP00000302564	9606.ENSP00000251849	0	0	0	0	0	0.708	0	0.474	0.839
BCL2L1	MAPK3	9606.ENSP00000302564	9606.ENSP00000263025	0	0	0	0	0.059	0	0.9	0.7	0.969
BCL2L1	BIRC3	9606.ENSP00000302564	9606.ENSP00000263464	0	0	0	0	0	0.083	0	0.722	0.734
BCL2L1	STAT3	9606.ENSP00000302564	9606.ENSP00000264657	0	0	0	0	0	0.263	0.9	0.916	0.993
BCL2L1	VDAC1	9606.ENSP00000302564	9606.ENSP00000265333	0	0	0	0	0	0.407	0	0.824	0.892
BCL2L1	TP53	9606.ENSP00000302564	9606.ENSP00000269305	0	0	0	0	0.05	0.912	0.9	0.967	0.999
BCL2L1	CDKN2A	9606.ENSP00000302564	9606.ENSP00000418915	0	0	0	0	0	0.416	0	0.557	0.73
BCL2L1	MTOR	9606.ENSP00000302564	9606.ENSP00000354558	0	0	0	0	0.053	0.379	0	0.636	0.767
BCL2L1	CASP7	9606.ENSP00000302564	9606.ENSP00000358327	0	0	0	0	0	0.168	0	0.765	0.796
BCL2L1	JAK2	9606.ENSP00000302564	9606.ENSP00000371067	0	0	0	0	0.055	0	0	0.793	0.796
BCL2L1	MYC	9606.ENSP00000302564	9606.ENSP00000479618	0	0	0	0	0	0.128	0	0.78	0.8
BCL2L1	SRC	9606.ENSP00000302564	9606.ENSP00000362680	0	0	0	0	0.084	0	0	0.795	0.804
BCL2L1	CDK1	9606.ENSP00000302564	9606.ENSP00000378699	0	0	0	0	0	0.377	0	0.758	0.843
BCL2L1	PRKAR1A	9606.ENSP00000302564	9606.ENSP00000376475	0	0	0	0	0.049	0	0.9	0.09	0.905
BCL2L1	YWHAZ	9606.ENSP00000302564	9606.ENSP00000379287	0	0	0	0	0.045	0	0.9	0.206	0.917
BCL2L1	MAPK9	9606.ENSP00000302564	9606.ENSP00000394560	0	0	0	0	0.082	0.356	0.8	0.53	0.937
BCL2L1	CASP3	9606.ENSP00000302564	9606.ENSP00000311032	0	0	0	0	0	0.168	0	0.927	0.937
BCL2L1	MCL1	9606.ENSP00000302564	9606.ENSP00000358022	0	0	0	0.622	0	0.294	0.9	0.928	0.952
BCL2L1	DIABLO	9606.ENSP00000302564	9606.ENSP00000398495	0	0	0	0	0.044	0	0.9	0.78	0.977
BCL2L1	STAT5A	9606.ENSP00000302564	9606.ENSP00000341208	0	0	0	0	0	0.084	0.9	0.804	0.98
BCL2L1	CASP8	9606.ENSP00000302564	9606.ENSP00000351273	0	0	0	0	0	0.993	0	0.883	0.999
BCL2L1	BCL2L11	9606.ENSP00000302564	9606.ENSP00000376943	0	0	0	0	0	0.991	0.9	0.958	0.999
BCL2L1	BECN1	9606.ENSP00000302564	9606.ENSP00000355231	0	0	0	0	0.044	0.974	0.8	0.901	0.999
BCL2L1	BID	9606.ENSP00000302564	9606.ENSP00000318822	0	0	0	0	0	0.98	0.9	0.649	0.999
BCL2L11	RAF1	9606.ENSP00000376943	9606.ENSP00000251849	0	0	0	0	0	0.064	0.9	0.477	0.946
BCL2L11	MAPK3	9606.ENSP00000376943	9606.ENSP00000263025	0	0	0	0	0	0.379	0.9	0.786	0.985
BCL2L11	VDAC1	9606.ENSP00000376943	9606.ENSP00000265333	0	0	0	0	0	0.379	0	0.679	0.792
BCL2L11	TP53	9606.ENSP00000376943	9606.ENSP00000269305	0	0	0	0	0	0	0	0.728	0.728
BCL2L11	ERBB2	9606.ENSP00000376943	9606.ENSP00000269571	0	0	0	0	0	0	0	0.707	0.707
BCL2L11	EGFR	9606.ENSP00000376943	9606.ENSP00000275493	0	0	0	0	0	0	0	0.785	0.785
BCL2L11	BRAF	9606.ENSP00000376943	9606.ENSP00000288602	0	0	0	0	0	0.064	0.9	0.406	0.939
BCL2L11	MAP2K1	9606.ENSP00000376943	9606.ENSP00000302486	0	0	0	0	0	0	0.9	0.568	0.954
BCL2L11	CASP3	9606.ENSP00000376943	9606.ENSP00000311032	0	0	0	0	0	0	0.9	0.887	0.988
BCL2L11	BID	9606.ENSP00000376943	9606.ENSP00000318822	0	0	0	0	0	0.305	0.8	0.602	0.939
BCL2L11	SMAD3	9606.ENSP00000376943	9606.ENSP00000332973	0	0	0	0	0	0	0.9	0.35	0.932
BCL2L11	STAT5A	9606.ENSP00000376943	9606.ENSP00000341208	0	0	0	0	0	0	0	0.719	0.719
BCL2L11	SMAD4	9606.ENSP00000376943	9606.ENSP00000341551	0	0	0	0	0	0	0.9	0.398	0.937
BCL2L11	CASP8	9606.ENSP00000376943	9606.ENSP00000351273	0	0	0	0	0.061	0	0	0.762	0.767
BCL2L11	BECN1	9606.ENSP00000376943	9606.ENSP00000355231	0	0	0	0	0	0.265	0	0.818	0.861
BCL2L11	MCL1	9606.ENSP00000376943	9606.ENSP00000358022	0	0	0	0	0	0.749	0.9	0.959	0.998
BCL2L11	NRAS	9606.ENSP00000376943	9606.ENSP00000358548	0	0	0	0	0	0	0.9	0.432	0.94
BCL2L11	YWHAB	9606.ENSP00000376943	9606.ENSP00000361930	0	0	0	0	0	0.422	0.9	0	0.939
BCL2L11	SRC	9606.ENSP00000376943	9606.ENSP00000362680	0	0	0	0	0	0.064	0.9	0.511	0.95
BCL2L11	JAK2	9606.ENSP00000376943	9606.ENSP00000371067	0	0	0	0	0	0.064	0.9	0.373	0.936
BCL2L11	MYC	9606.ENSP00000376943	9606.ENSP00000479618	0	0	0	0	0	0	0	0.81	0.811
BCL2L11	KDM7A	9606.ENSP00000376943	9606.ENSP00000380692	0	0	0	0	0	0	0.9	0	0.9
BCL2L11	MAPK9	9606.ENSP00000376943	9606.ENSP00000394560	0	0	0	0	0	0.379	0.9	0.478	0.964
BCL2L11	FOXO3	9606.ENSP00000376943	9606.ENSP00000385824	0	0	0	0	0	0.379	0.9	0.916	0.994
BECN1	RPS6KB1	9606.ENSP00000355231	9606.ENSP00000225577	0	0	0	0	0.063	0	0	0.731	0.737
BECN1	WIPI1	9606.ENSP00000355231	9606.ENSP00000262139	0	0	0	0	0.105	0.398	0	0.863	0.92
BECN1	RHEB	9606.ENSP00000355231	9606.ENSP00000262187	0	0	0	0	0	0.054	0	0.697	0.701
BECN1	PIK3CA	9606.ENSP00000355231	9606.ENSP00000263967	0	0	0	0	0.063	0.268	0.72	0.285	0.844
BECN1	STAT3	9606.ENSP00000355231	9606.ENSP00000264657	0	0	0	0	0.062	0.379	0	0.67	0.791
BECN1	TP53	9606.ENSP00000355231	9606.ENSP00000269305	0	0	0	0	0	0.305	0	0.829	0.876
BECN1	ERBB2	9606.ENSP00000355231	9606.ENSP00000269571	0	0	0	0	0	0.166	0	0.688	0.729
BECN1	EGFR	9606.ENSP00000355231	9606.ENSP00000275493	0	0	0	0	0	0.328	0	0.751	0.826
BECN1	WIPI2	9606.ENSP00000355231	9606.ENSP00000288828	0	0	0	0	0.213	0.372	0.9	0.83	0.99
BECN1	PIK3CB	9606.ENSP00000355231	9606.ENSP00000289153	0	0	0	0	0.063	0.268	0.54	0.241	0.728
BECN1	RPTOR	9606.ENSP00000355231	9606.ENSP00000307272	0	0	0	0	0.107	0	0	0.703	0.724
BECN1	CASP3	9606.ENSP00000355231	9606.ENSP00000311032	0	0	0	0	0	0.302	0	0.897	0.925
BECN1	HSPA5	9606.ENSP00000355231	9606.ENSP00000324173	0	0	0	0	0	0.084	0	0.763	0.773
BECN1	PRKAA1	9606.ENSP00000355231	9606.ENSP00000346148	0	0	0	0	0.063	0	0.9	0.358	0.934
BECN1	MTOR	9606.ENSP00000355231	9606.ENSP00000354558	0	0	0	0	0.063	0.268	0	0.912	0.935
BECN1	FOXO3	9606.ENSP00000355231	9606.ENSP00000385824	0	0	0	0	0	0	0	0.73	0.73
BECN1	PIK3R1	9606.ENSP00000355231	9606.ENSP00000428056	0	0	0	0	0.082	0.093	0.72	0.091	0.759
BECN1	MCL1	9606.ENSP00000355231	9606.ENSP00000358022	0	0	0	0	0	0.619	0	0.82	0.929
BID	GZMB	9606.ENSP00000318822	9606.ENSP00000216341	0	0	0	0	0	0.328	0.9	0.265	0.946
BID	BIRC3	9606.ENSP00000318822	9606.ENSP00000263464	0	0	0	0	0.061	0	0.9	0.32	0.93
BID	TP53	9606.ENSP00000318822	9606.ENSP00000269305	0	0	0	0	0	0	0.9	0.441	0.941
BID	CASP3	9606.ENSP00000318822	9606.ENSP00000311032	0	0	0	0	0.061	0.465	0	0.635	0.8
BID	MAPK9	9606.ENSP00000318822	9606.ENSP00000394560	0	0	0	0	0	0	0.8	0.139	0.82
BID	MCL1	9606.ENSP00000318822	9606.ENSP00000358022	0	0	0	0	0	0.943	0	0.54	0.972
BID	CASP8	9606.ENSP00000318822	9606.ENSP00000351273	0	0	0	0	0.061	0.993	0.9	0.698	0.999
BIRC3	IRF1	9606.ENSP00000263464	9606.ENSP00000245414	0	0	0	0	0.181	0.305	0	0.641	0.777
BIRC3	CASP7	9606.ENSP00000263464	9606.ENSP00000358327	0	0	0	0	0.052	0.6	0.9	0.577	0.981
BIRC3	CASP3	9606.ENSP00000263464	9606.ENSP00000311032	0	0	0	0	0.061	0.451	0.9	0.756	0.985
BIRC3	DIABLO	9606.ENSP00000263464	9606.ENSP00000398495	0	0	0	0	0	0.545	0.9	0.833	0.991
BIRC3	CASP8	9606.ENSP00000263464	9606.ENSP00000351273	0	0	0	0	0.098	0.779	0.9	0.711	0.993
BRAF	RAF1	9606.ENSP00000288602	9606.ENSP00000251849	0	0	0	0.951	0	0.521	0.9	0.831	0.952
BRAF	MAPK3	9606.ENSP00000288602	9606.ENSP00000263025	0	0	0	0.578	0.064	0.591	0.9	0.655	0.969
BRAF	PIK3CA	9606.ENSP00000288602	9606.ENSP00000263967	0	0	0	0	0.066	0.269	0	0.668	0.754
BRAF	PTEN	9606.ENSP00000288602	9606.ENSP00000361021	0	0	0	0	0.077	0.319	0	0.605	0.73
BRAF	PAK4	9606.ENSP00000288602	9606.ENSP00000469413	0	0	0	0.584	0.064	0.157	0.9	0.189	0.919
BRAF	SRC	9606.ENSP00000288602	9606.ENSP00000362680	0	0	0	0.656	0.062	0.161	0.9	0.449	0.926
BRAF	JAK2	9606.ENSP00000288602	9606.ENSP00000371067	0	0	0	0.57	0.062	0.261	0.9	0.204	0.93
BRAF	KDM7A	9606.ENSP00000288602	9606.ENSP00000380692	0	0	0	0	0.064	0.095	0.9	0.277	0.93
BRAF	YWHAZ	9606.ENSP00000288602	9606.ENSP00000379287	0	0	0	0	0	0.784	0.9	0.078	0.978
BRAF	YWHAB	9606.ENSP00000288602	9606.ENSP00000361930	0	0	0	0	0	0.807	0.9	0.05	0.98
BRAF	PRKCA	9606.ENSP00000288602	9606.ENSP00000408695	0	0	0	0.571	0	0.875	0.9	0.061	0.987
BRAF	NRAS	9606.ENSP00000288602	9606.ENSP00000358548	0	0	0	0	0.055	0.807	0.9	0.789	0.995
BRAF	MAP2K1	9606.ENSP00000288602	9606.ENSP00000302486	0	0	0	0.577	0.083	0.994	0.9	0.882	0.999
BRD4	TP53	9606.ENSP00000263377	9606.ENSP00000269305	0	0	0	0	0.061	0.335	0	0.752	0.832
BRD4	MYC	9606.ENSP00000263377	9606.ENSP00000479618	0	0	0	0	0.079	0.356	0	0.849	0.902
C12orf5	G6PD	9606.ENSP00000179259	9606.ENSP00000377192	0	0	0	0	0.082	0.157	0	0.702	0.75
C12orf5	PKM	9606.ENSP00000179259	9606.ENSP00000320171	0.076	0	0	0	0.32	0	0	0.643	0.756
C12orf5	HK2	9606.ENSP00000179259	9606.ENSP00000290573	0	0	0	0	0.064	0.379	0.65	0.648	0.918
C12orf5	TP53	9606.ENSP00000179259	9606.ENSP00000269305	0	0	0	0	0	0	0.9	0.853	0.984
CASP3	GZMB	9606.ENSP00000311032	9606.ENSP00000216341	0	0	0	0	0	0.472	0.9	0.587	0.976
CASP3	CCND1	9606.ENSP00000311032	9606.ENSP00000227507	0	0	0	0	0.061	0	0	0.851	0.854
CASP3	MAPK14	9606.ENSP00000311032	9606.ENSP00000229795	0	0	0	0	0.061	0.521	0.9	0.793	0.989
CASP3	CCNB1	9606.ENSP00000311032	9606.ENSP00000256442	0	0	0	0	0.084	0	0	0.753	0.765
CASP3	CDH1	9606.ENSP00000311032	9606.ENSP00000261769	0	0	0	0	0	0.513	0.9	0.681	0.983
CASP3	MAPK3	9606.ENSP00000311032	9606.ENSP00000263025	0	0	0	0	0	0.261	0	0.821	0.862
CASP3	STAT3	9606.ENSP00000311032	9606.ENSP00000264657	0	0	0	0	0	0	0	0.858	0.858
CASP3	RB1	9606.ENSP00000311032	9606.ENSP00000267163	0	0	0	0	0	0.379	0.9	0.519	0.967
CASP3	TP53	9606.ENSP00000311032	9606.ENSP00000269305	0	0	0	0	0.061	0	0	0.942	0.944
CASP3	EGFR	9606.ENSP00000311032	9606.ENSP00000275493	0	0	0	0	0	0.05	0	0.748	0.751
CASP3	PAK1	9606.ENSP00000311032	9606.ENSP00000278568	0	0	0	0	0.055	0	0.9	0.251	0.923
CASP3	MAPK9	9606.ENSP00000311032	9606.ENSP00000394560	0	0	0	0	0.062	0.294	0	0.677	0.767
CASP3	HSPA5	9606.ENSP00000311032	9606.ENSP00000324173	0	0	0	0	0	0.068	0	0.765	0.772
CASP3	MYC	9606.ENSP00000311032	9606.ENSP00000479618	0	0	0	0	0.061	0	0	0.77	0.775
CASP3	PTEN	9606.ENSP00000311032	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.771	0.776
CASP3	MTOR	9606.ENSP00000311032	9606.ENSP00000354558	0	0	0	0	0	0.066	0	0.805	0.811
CASP3	PRKCA	9606.ENSP00000311032	9606.ENSP00000408695	0	0	0	0	0	0	0.8	0.398	0.874
CASP3	MCL1	9606.ENSP00000311032	9606.ENSP00000358022	0	0	0	0	0	0.403	0	0.858	0.912
CASP3	CASP7	9606.ENSP00000311032	9606.ENSP00000358327	0	0	0	0.942	0.062	0.332	0.9	0.897	0.935
CASP3	EIF4G1	9606.ENSP00000311032	9606.ENSP00000416255	0	0	0	0	0	0	0.9	0.388	0.936
CASP3	ITGB1	9606.ENSP00000311032	9606.ENSP00000379350	0	0	0	0	0.062	0	0.9	0.416	0.94
CASP3	EIF4E	9606.ENSP00000311032	9606.ENSP00000425561	0	0	0	0	0	0	0.9	0.489	0.946
CASP3	PTK2	9606.ENSP00000311032	9606.ENSP00000341189	0	0	0	0	0	0	0.9	0.536	0.951
CASP3	MAPT	9606.ENSP00000311032	9606.ENSP00000340820	0	0	0	0	0	0.379	0.9	0.539	0.968
CASP3	CDKN1A	9606.ENSP00000311032	9606.ENSP00000384849	0	0	0	0	0	0.682	0.8	0.718	0.98
CASP3	DIABLO	9606.ENSP00000311032	9606.ENSP00000398495	0	0	0	0	0	0	0.9	0.82	0.981
CASP3	CTNNB1	9606.ENSP00000311032	9606.ENSP00000344456	0	0	0	0	0.062	0.542	0.9	0.648	0.982
CASP3	PARP1	9606.ENSP00000311032	9606.ENSP00000355759	0	0	0	0	0.062	0.472	0.9	0.839	0.99
CASP3	CASP8	9606.ENSP00000311032	9606.ENSP00000351273	0	0	0	0.835	0.061	0.993	0.9	0.978	0.999
CASP7	GZMB	9606.ENSP00000358327	9606.ENSP00000216341	0	0	0	0	0	0.472	0.9	0.4	0.965
CASP7	HSPA5	9606.ENSP00000358327	9606.ENSP00000324173	0	0	0	0	0	0.396	0	0.791	0.869
CASP7	PTK2	9606.ENSP00000358327	9606.ENSP00000341189	0	0	0	0	0	0	0.9	0.205	0.917
CASP7	CASP8	9606.ENSP00000358327	9606.ENSP00000351273	0	0	0	0.753	0.063	0.993	0.9	0.874	0.999
CASP7	PARP1	9606.ENSP00000358327	9606.ENSP00000355759	0	0	0	0	0.052	0.435	0.9	0.69	0.981
CASP7	ITGB1	9606.ENSP00000358327	9606.ENSP00000379350	0	0	0	0	0	0	0.9	0.056	0.901
CASP7	EIF4G1	9606.ENSP00000358327	9606.ENSP00000416255	0	0	0	0	0.049	0	0.9	0.136	0.91
CASP7	EIF4E	9606.ENSP00000358327	9606.ENSP00000425561	0	0	0	0	0	0	0.9	0.269	0.923
CASP7	DIABLO	9606.ENSP00000358327	9606.ENSP00000398495	0	0	0	0	0	0	0.9	0.673	0.965
CASP8	RALBP1	9606.ENSP00000351273	9606.ENSP00000019317	0	0	0	0	0	0.86	0	0.331	0.902
CASP8	GZMB	9606.ENSP00000351273	9606.ENSP00000216341	0	0	0	0	0	0.338	0.8	0.526	0.931
CASP8	MAPK14	9606.ENSP00000351273	9606.ENSP00000229795	0	0	0	0	0	0.521	0	0.667	0.833
CASP8	MAPK3	9606.ENSP00000351273	9606.ENSP00000263025	0	0	0	0	0	0.482	0.9	0.646	0.98
CASP8	TP53	9606.ENSP00000351273	9606.ENSP00000269305	0	0	0	0	0.098	0.328	0.8	0.908	0.987
CASP8	EGFR	9606.ENSP00000351273	9606.ENSP00000275493	0	0	0	0	0	0.05	0	0.733	0.736
CASP8	TRIM25	9606.ENSP00000351273	9606.ENSP00000323889	0	0	0	0	0.063	0	0.9	0.197	0.918
CASP8	HSPA5	9606.ENSP00000351273	9606.ENSP00000324173	0	0	0	0	0	0.396	0	0.567	0.727
CASP8	SRC	9606.ENSP00000351273	9606.ENSP00000362680	0	0	0	0	0	0.064	0	0.773	0.779
CASP8	MCL1	9606.ENSP00000351273	9606.ENSP00000358022	0	0	0	0	0.061	0.168	0	0.771	0.805
CASP8	PARP1	9606.ENSP00000351273	9606.ENSP00000355759	0	0	0	0	0	0.394	0	0.715	0.82
CASP8	DIABLO	9606.ENSP00000351273	9606.ENSP00000398495	0	0	0	0	0.049	0	0	0.841	0.843
CASP8	COL6A1	9606.ENSP00000351273	9606.ENSP00000355180	0	0	0	0	0	0	0.9	0.046	0.9
CASP8	EIF4G1	9606.ENSP00000351273	9606.ENSP00000416255	0	0	0	0	0	0	0.9	0.247	0.921
CASP8	EIF4E	9606.ENSP00000351273	9606.ENSP00000425561	0	0	0	0	0	0	0.9	0.326	0.929
CAV1	CCND1	9606.ENSP00000339191	9606.ENSP00000227507	0	0	0	0	0.214	0	0	0.697	0.752
CAV1	CDH1	9606.ENSP00000339191	9606.ENSP00000261769	0	0	0	0	0	0	0	0.723	0.723
CAV1	MAPK3	9606.ENSP00000339191	9606.ENSP00000263025	0	0	0	0	0	0.379	0	0.644	0.769
CAV1	KDR	9606.ENSP00000339191	9606.ENSP00000263923	0	0	0	0	0.07	0.379	0	0.671	0.794
CAV1	TP53	9606.ENSP00000339191	9606.ENSP00000269305	0	0	0	0	0	0	0	0.746	0.746
CAV1	ERBB2	9606.ENSP00000339191	9606.ENSP00000269571	0	0	0	0	0.06	0.379	0	0.705	0.813
CAV1	EGFR	9606.ENSP00000339191	9606.ENSP00000275493	0	0	0	0	0.335	0.393	0.9	0.844	0.992
CAV1	FASN	9606.ENSP00000339191	9606.ENSP00000304592	0	0	0	0	0	0	0	0.704	0.704
CAV1	IRS1	9606.ENSP00000339191	9606.ENSP00000304895	0	0	0	0	0.116	0.379	0.9	0.639	0.977
CAV1	SMAD3	9606.ENSP00000339191	9606.ENSP00000332973	0	0	0	0	0.077	0	0.9	0.376	0.937
CAV1	TFRC	9606.ENSP00000339191	9606.ENSP00000353224	0	0	0	0	0	0.379	0	0.57	0.721
CAV1	PTEN	9606.ENSP00000339191	9606.ENSP00000361021	0	0	0	0	0	0.32	0	0.671	0.766
CAV1	CTNNB1	9606.ENSP00000339191	9606.ENSP00000344456	0	0	0	0	0	0.379	0	0.655	0.776
